Parameters;Iteration 0;Iteration 1;Iteration 2;Iteration 3;Iteration 4;Iteration 5;Iteration 6;Iteration 7;Iteration 8;Iteration 9;Iteration 10;Iteration 11;Iteration 12;Iteration 13;Iteration 14;Iteration 15;Average
kernel:rbf | gamma:scale | nu:0.05;0.44181301552879215;0.5044640794219437;0.48965887724952994;0.2940574044051172;0.11714900652661697;0.2951349971372551;0.17015699519439242;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.35439352692075016;0.35092619305117234;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.3055142581624637
kernel:rbf | gamma:scale | nu:0.1;0.43951727137603513;0.5028776882372078;0.4867871006270529;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.2056645609880851;0.195196343825044;0.2795812527084124;0.3126278561000395;0.3780126433604403;0.371534849374579;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.3256556101477654
kernel:rbf | gamma:scale | nu:0.15;0.43798856842335104;0.5057625003475107;0.47916666666666663;0.3202200766916181;0.16768528049408132;0.33816670574125685;0.25108373562411784;0.21917958869460025;0.31176326597974746;0.3487642330776574;0.40889454851646584;0.4029700983343368;0.3921102405758526;0.21654272272461042;0.3374401430443462;0.4660077335217743;0.3502341317786246
kernel:rbf | gamma:scale | nu:0.2;0.4515835929387331;0.5039951584218053;0.48132780082987553;0.3524930240286174;0.1947982591125438;0.3879120251624869;0.2936141869895755;0.24586264072830197;0.33523794563323905;0.3721293197754957;0.44313911462711875;0.4189475780728976;0.41056928526350456;0.25011200910782044;0.36965048811358825;0.48009025770764885;0.37446641790707824
kernel:rbf | gamma:scale | nu:0.25;0.46519713888001735;0.49936445635195836;0.48250879735044505;0.37288046395173563;0.24272904267077328;0.4038015547044738;0.330019197218859;0.28158482977146215;0.3620797978831434;0.3961743330961161;0.47352717894986424;0.4408037363201765;0.42409274278221554;0.27557229788467114;0.3881521613375148;0.4935504994519453;0.3957523892878357
kernel:rbf | gamma:scale | nu:0.3;0.4761220950488074;0.5054271708683473;0.4834710743801653;0.3914105305919456;0.28065335042079226;0.4420127221099359;0.37427587956749947;0.30404134037425123;0.3846968978737827;0.41577322154087476;0.4963590061899228;0.45812877882102854;0.43880524237667096;0.3084318200004967;0.41894542468277096;0.49882358788547515;0.41733613392079794
kernel:rbf | gamma:scale | nu:0.35;0.47176605995225557;0.49600608596424495;0.4842170414689499;0.4071509729726197;0.31820651382655885;0.46392512053462787;0.40412008399069294;0.3308635847986387;0.3999498642995073;0.4254995950965197;0.5090275578080456;0.47495942445507855;0.46078777320416553;0.3374162432474986;0.4441502258034962;0.5066069594121039;0.43341581917718774
kernel:rbf | gamma:scale | nu:0.4;0.47758611998929235;0.4987666622112592;0.4845360824742268;0.4218997959646339;0.3525190102667434;0.47342533320185104;0.434198057499593;0.3563142071967391;0.4268818946444214;0.43853885087880823;0.508466971501167;0.4907623718850193;0.4776513546656098;0.3583709594987431;0.46587942927265324;0.5038819433611402;0.4481049402819938
kernel:rbf | gamma:scale | nu:0.45;0.47809319926971;0.5021337126600285;0.485384932070811;0.44179655034438997;0.3858044752130034;0.48789332093597765;0.4554028886293515;0.38281192048067647;0.4422574713354143;0.44911858974358976;0.5098480108241089;0.5002777998884036;0.49601887999294203;0.37461927052812244;0.4794635148985311;0.4994645611855728;0.46064931862503955
kernel:rbf | gamma:scale | nu:0.5;0.4856096945215854;0.5017392121838864;0.48601973684210525;0.4465417958069143;0.4091111935523762;0.48984076753064093;0.46547631514643767;0.40325025592566344;0.45214408686783025;0.4577147264286668;0.504615615882365;0.507308244062886;0.5054078948954549;0.39086823177778074;0.49145511642686396;0.4947221270975267;0.4682390634343115
kernel:rbf | gamma:scale | nu:0.55;0.496122542997543;0.49373834265920596;0.486336552290939;0.4652975501759562;0.43033684523779575;0.4948743522911581;0.4751579297502297;0.42807537373792376;0.46966678080513785;0.46934050798616944;0.5049659729242442;0.5167625903568804;0.5035737491877843;0.40585149908557316;0.5003967932938082;0.4889542368962947;0.47684072622979023
kernel:rbf | gamma:scale | nu:0.6;0.5025708757723656;0.48770491803278687;0.4864420706655711;0.46852769599327027;0.44722785096683076;0.4938700911135827;0.4850292069985983;0.4378293153663817;0.4780985782643372;0.4750024525432874;0.4997091332169866;0.5238540773314315;0.5075874661241743;0.42214178242002665;0.5024896687216314;0.47753874348050174;0.48097649543823523
kernel:rbf | gamma:scale | nu:0.65;0.5091431623388184;0.4885433715220949;0.48707427164546574;0.4786379141388668;0.46300619265311416;0.4958988380041012;0.49029185062079694;0.4550951956440672;0.4885073356855221;0.48410634838091937;0.49917414839163354;0.5224957431745971;0.4985862767946349;0.4341834740794862;0.5069560286951591;0.46445540675633373;0.4853847224078507
kernel:rbf | gamma:scale | nu:0.7;0.516199494993389;0.48896156991005724;0.487389788804593;0.4852518674583413;0.4779872846330846;0.506107193824967;0.49117797789003587;0.46839237064895;0.49475686788765827;0.48943912567223846;0.49218185757619526;0.5354192613552886;0.49029465158497415;0.44342128698051075;0.5084457364987792;0.44217731031099305;0.48860022787687846
kernel:rbf | gamma:scale | nu:0.75;0.5137744828848618;0.48948335715744334;0.4875999180159869;0.4871238831467984;0.4932262275428747;0.5074578005574903;0.4965849673045184;0.48148106756720777;0.4966904921860373;0.4927356010137832;0.4935361073420775;0.5421810575093198;0.47172507071570957;0.45612155046826486;0.4959521076956481;0.42318141727188685;0.4893034442737443
kernel:rbf | gamma:scale | nu:0.8;0.5024482704154163;0.4902120717781403;0.48770491803278687;0.49193876168540845;0.4919318782262326;0.4958912986529526;0.49743356071672673;0.50320961384116;0.506598526791961;0.4874863045811602;0.4832575444398512;0.5373077976591476;0.4674704089659533;0.46757238519806865;0.49678573156782047;0.4048950351725053;0.48825900673283074
kernel:rbf | gamma:scale | nu:0.85;0.5050263498146647;0.49104234527687296;0.4878098750256095;0.4827229464100973;0.5003917682662425;0.4942446582480224;0.4832575444398512;0.5227624461411833;0.5058360759431119;0.49210247251213934;0.4845360824742268;0.5250660321985579;0.46393251851076145;0.4834344119433119;0.47265460028122075;0.3911815633709835;0.48662510567855355
kernel:rbf | gamma:scale | nu:0.005;0.43934085570900117;0.5058360759431119;0.4903519214361757;0.2938077813720811;0.11714900652661697;0.29428627347336256;0.16867984429711158;0.16651892050228556;0.25859581031994827;0.2982317519462373;0.35229400647912656;0.34338117720723726;0.3298993100876375;0.12519986003197758;0.2403989061744249;0.39628393948974955;0.30126596506225534
kernel:rbf | gamma:scale | nu:0.01;0.44163625510951937;0.5046912595838431;0.4898314701812716;0.29355804461108054;0.11754352278545827;0.29428627347336256;0.1683247914782434;0.16651892050228556;0.25859581031994827;0.2982317519462373;0.3513521423389482;0.34292368410163043;0.3298993100876375;0.12519986003197758;0.2403989061744249;0.39605189101410765;0.3011902433587485
kernel:rbf | gamma:scale | nu:0.015;0.44092949872670373;0.5053763440860215;0.48965887724952994;0.29355804461108054;0.11754352278545827;0.29428627347336256;0.1683247914782434;0.1668795975197343;0.25889479690233785;0.2984965902341366;0.35158771863974175;0.34292368410163043;0.3298993100876375;0.12519986003197758;0.2416;0.3964892465774463;0.3013530097815651
kernel:rbf | gamma:scale | nu:0.02;0.4407528789199916;0.5053763440860215;0.4898314701812716;0.2930582292172808;0.11714900652661697;0.29428627347336256;0.1683247914782434;0.1668795975197343;0.2582966710497229;0.2984965902341366;0.35158771863974175;0.34338117720723726;0.3290900097375018;0.12559944038364185;0.24239806053903498;0.3964892465774463;0.30131234411068664
kernel:rbf | gamma:scale | nu:0.025;0.4412828206757628;0.5053763440860215;0.48965887724952994;0.2933081939501528;0.11714900652661697;0.29428627347336256;0.1683247914782434;0.1672400423751952;0.25746748901624017;0.2982317519462373;0.35064935064935066;0.3439747129131484;0.3290900097375018;0.12719497264304241;0.24359406977750706;0.3957923302598491;0.3014138147973601
kernel:rbf | gamma:scale | nu:0.03;0.44181301552879215;0.5053763440860215;0.48965887724952994;0.2933081939501528;0.11714900652661697;0.29372431850123293;0.16867984429711158;0.16796023685184425;0.2569371879716707;0.2963746210499457;0.3518181243838054;0.34445497881792897;0.32839680711750496;0.12759651038604153;0.24755653886568488;0.4000759490919549;0.3019300346672399
kernel:rbf | gamma:scale | nu:0.035;0.44181301552879215;0.5053763440860215;0.48965887724952994;0.2930582292172808;0.11754352278545827;0.29316186042172837;0.1685851925183603;0.16903879516489018;0.2572359156419066;0.29610884820578665;0.3520541851485943;0.34584997026590775;0.3290900097375018;0.12719497264304241;0.2507126031180277;0.4029737903225806;0.3024660082534631
kernel:rbf | gamma:scale | nu:0.04;0.44181301552879215;0.5053763440860215;0.48965887724952994;0.2933081939501528;0.11714900652661697;0.29288044219221304;0.16848944930519816;0.1715473855610432;0.2584292976449839;0.29411390416651756;0.35064935064935066;0.347823024349074;0.3308202726561261;0.12878606057696923;0.25305359850530706;0.405161028479802;0.30306620321423117
kernel:rbf | gamma:scale | nu:0.045;0.44163625510951937;0.5053763440860215;0.4898314701812716;0.2933081939501528;0.11714900652661697;0.29288044219221304;0.16990339992123735;0.17261906771086238;0.2611055257670539;0.2940448530678942;0.35182174335379574;0.3479369535225661;0.3310276274649667;0.13116441249433577;0.2560904145869345;0.4112195624032342;0.30419470452116726
kernel:rbf | gamma:scale | nu:0.05;0.44181301552879215;0.5044640794219437;0.48965887724952994;0.2940574044051172;0.11714900652661697;0.2951349971372551;0.17015699519439242;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.35439352692075016;0.35092619305117234;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.3055142581624637
kernel:rbf | gamma:scale | nu:0.055;0.44163625510951937;0.5042374808593217;0.48931499297346653;0.29569040390562673;0.11951195119511951;0.2973881530297099;0.17201757350456234;0.17235092834905386;0.2629372205633107;0.29713807125656777;0.3564913003504063;0.35470779220779225;0.3365904549576587;0.1428291536050157;0.2636647250478438;0.4160419744586078;0.30765927696084894
kernel:rbf | gamma:scale | nu:0.06;0.44163625510951937;0.5042374808593217;0.48931499297346653;0.2968248700077442;0.12145605936076567;0.29737921170793213;0.17377323637007552;0.17199320238960913;0.26592819042623544;0.29776014201430584;0.35832685943728265;0.3565056305757325;0.33761520981861637;0.1482063338864655;0.26582725047378775;0.41817157279873374;0.3090597811380996
kernel:rbf | gamma:scale | nu:0.065;0.44163625510951937;0.5033367964713205;0.48880233690360275;0.29607556823326997;0.12418686211476425;0.29821875159495737;0.1778540548753617;0.17368870506409861;0.2691440385470734;0.2982830047277965;0.3608702574276827;0.35787017077727296;0.33815200976427146;0.1535332180152476;0.27368973949671993;0.41919292064402475;0.31090841811043646
kernel:rbf | gamma:scale | nu:0.07;0.44163625510951937;0.5033367964713205;0.4882933560009343;0.29632544775550373;0.1261293098150083;0.2976591813801116;0.18200775048664292;0.17669156299898242;0.2717622549856663;0.2995881560923801;0.3640958308544936;0.3602527688894622;0.3411250192443682;0.15993533304778346;0.27798714367863303;0.41997579363754356;0.31292512252802207
kernel:rbf | gamma:scale | nu:0.075;0.44163625510951937;0.5033367964713205;0.4881244881244881;0.29695989540885626;0.12845138055222088;0.2968189021877218;0.18634926538962246;0.1809139342197012;0.27353060771072013;0.30141059173317236;0.3663922063150607;0.3624920616827604;0.3427922298215185;0.1624943658711886;0.28051133533725436;0.4234354820584897;0.31472811237460097
kernel:rbf | gamma:scale | nu:0.08;0.44163625510951937;0.5037860071877125;0.4879560080492519;0.29645931661098446;0.12957871609859173;0.2998945242553331;0.19124129675449414;0.18440843472311208;0.27526123747947695;0.30483190976016;0.3691397939629978;0.3637063996308357;0.34664316871684975;0.16657459834828636;0.28258274707456754;0.4295392970416697;0.3170774819252402
kernel:rbf | gamma:scale | nu:0.085;0.44181301552879215;0.5058360759431119;0.48778791084174317;0.29795970979265646;0.12957871609859173;0.2996000733460167;0.19448757763975155;0.18649473272463746;0.2770071458596049;0.30714301676705097;0.37142295808940645;0.36362090167376265;0.350926503244384;0.17025873650577628;0.28696887617135947;0.4310974947308954;0.3188752153098463
kernel:rbf | gamma:auto | nu:0.05;0.31237305348679756;0.33756620145366484;0.39657467388410683;0.16626131528481047;0.07618042188348303;0.13276447803302022;0.12108173275795991;0.11554891410527872;0.18488303333429498;0.22629381506753965;0.2570827559725538;0.28119988499198156;0.28671768959364385;0.1291987460461943;0.22192145056895793;0.38666033496695273;0.22701928133945254
kernel:rbf | gamma:auto | nu:0.1;0.30242065440513244;0.44534047413260897;0.4457337448461213;0.24279320254703235;0.11675421253837799;0.24021492773882222;0.1723164714330942;0.16150375939849623;0.24272942175755474;0.2796668503964007;0.3298170800134665;0.3427077916534076;0.33592396142409114;0.18154787016817925;0.27675303751690183;0.42825995365493996;0.2840302133515392
kernel:rbf | gamma:auto | nu:0.15;0.31687591577728663;0.4763218600346373;0.4886639847358233;0.2767899513392194;0.14015869778937085;0.2917536416901662;0.21880911935161482;0.19026130582514553;0.2811632525280212;0.322728164207725;0.3712898277627461;0.38085475867360197;0.3700751043217083;0.23988607118197225;0.3186531855596604;0.4585653926311013;0.32142813958811256
kernel:rbf | gamma:auto | nu:0.2;0.33943763674123084;0.4813767090994814;0.48536967748735244;0.3006574887304424;0.17236915184455057;0.3381798383605782;0.25431305329971443;0.21836496124409904;0.309136729402294;0.3531034564172613;0.42893997823253566;0.4093727935915386;0.3967903127582757;0.26543365823671855;0.3506467854299953;0.4759274987773613;0.34871373310333936
kernel:rbf | gamma:auto | nu:0.25;0.42466577597859834;0.4837777146839429;0.484241638235163;0.3228218138972941;0.20668517301090938;0.38654655702663204;0.3075180670909287;0.2579592692306478;0.3372759476063191;0.3826256544734461;0.45810721879395894;0.4314774133481857;0.41695058067873075;0.30544911097486205;0.3774991577929782;0.483387322364803;0.3791867759492125
kernel:rbf | gamma:auto | nu:0.3;0.4364166896862667;0.4956825975814401;0.48667685372048675;0.3522452416061982;0.25946677591414435;0.4232419814234716;0.346031961564651;0.2818749977835648;0.37129344643795514;0.40446029186120963;0.49356494656255634;0.4511250035603898;0.4301055278209959;0.3323329824323101;0.40277693987411334;0.4898769470368117;0.40357332405416035
kernel:rbf | gamma:auto | nu:0.35;0.46118987029854874;0.5053013290137319;0.4880674816871859;0.3724899598393574;0.2900164276102125;0.4464387640802728;0.3747490391785694;0.3050824222191758;0.38961906707761046;0.42112279662272256;0.5051875498802874;0.4684358876955991;0.44882982109850666;0.3483470539201715;0.43510287131479675;0.5010930037885946;0.42256708408283394
kernel:rbf | gamma:auto | nu:0.4;0.46524596198520596;0.5093324559681869;0.49081046893675867;0.3953668520432842;0.32277087428543644;0.4628526651247379;0.40838282241118096;0.3361391566540271;0.4077860289217285;0.43283795312600604;0.5113752377219382;0.48437315721193536;0.47194825051841355;0.3675399744763907;0.45350006641492246;0.5044251111631054;0.43904293981020365
kernel:rbf | gamma:auto | nu:0.45;0.47299919895878245;0.4955309351050995;0.49140893470790376;0.4161263728855348;0.35180915913782473;0.4864833772826655;0.43302175408483123;0.36074141810354454;0.42843732408602136;0.44876041552688556;0.5120131249938229;0.4935184992002565;0.49098016858736815;0.3752089025448546;0.47237589086142995;0.5059212695898011;0.45220854660353915
kernel:rbf | gamma:auto | nu:0.5;0.47993849334428496;0.49268491778056245;0.4852789787934939;0.4257619765032184;0.3835602204716354;0.491984158552825;0.4577505521085288;0.38202492257135795;0.44550251686713943;0.45067407084284145;0.5025997453310695;0.5041189184943808;0.5076495708777313;0.38804192397246406;0.4872422688355309;0.500171447313495;0.46156154266628496
kernel:rbf | gamma:auto | nu:0.55;0.48990221156923264;0.485384932070811;0.4858083093377211;0.4424783732164925;0.41462664798238336;0.49241819632881084;0.4761305896369527;0.40621233846776394;0.456154092871509;0.46340935195319;0.5059548903878583;0.5145530145530146;0.5034109420661557;0.4004914530441872;0.4945197516407046;0.49374568986749423;0.4703250490621426
kernel:rbf | gamma:auto | nu:0.6;0.5001999200319872;0.48696901292838085;0.486652977412731;0.45145091233686896;0.43081078158217523;0.49896963679505796;0.479811307768297;0.42980566389310115;0.4725407320611539;0.4700642770147027;0.49888289785723244;0.5235395451274559;0.49985766874626;0.41795972389174463;0.5009451487794544;0.48368211090370605;0.47700889482064435
kernel:rbf | gamma:auto | nu:0.65;0.5076592388362351;0.4879147890208931;0.48707427164546574;0.46968871453997313;0.444358498349835;0.49728260869565216;0.48473748473748474;0.4411547882333357;0.4843381443190788;0.48168787880405173;0.49334628226531396;0.5219068967971514;0.5033142485596114;0.43246132420596284;0.5067942653572293;0.46890713592868816;0.48203916064349767
kernel:rbf | gamma:auto | nu:0.7;0.5091091289903221;0.48885708444080966;0.487389788804593;0.4786379141388668;0.4671221941643691;0.5020462241103809;0.48533087972707833;0.4627024622662087;0.4938085912146336;0.48898501996087085;0.4910284926060321;0.5282739007079782;0.4862558325073133;0.44125587798816357;0.5057578421861104;0.4468130899422786;0.4852108952347506
kernel:rbf | gamma:auto | nu:0.75;0.5142740747704553;0.48948335715744334;0.4875999180159869;0.4925341410276848;0.48591133420508714;0.5097243512386163;0.4923067414440642;0.4719503580087825;0.5028852984579075;0.48779901940005366;0.4933645397348627;0.5440718203515736;0.4705816595316557;0.4546711527872251;0.5070002387156739;0.42886758460944535;0.4895640993410324
kernel:rbf | gamma:auto | nu:0.8;0.5068756649979627;0.4901080970834183;0.48770491803278687;0.4908113266838142;0.4914532590927915;0.4970688821517687;0.4997921416049571;0.4946772672146611;0.5053241598715098;0.486402936860785;0.48304383788254757;0.5430286735777067;0.46798177358231363;0.4657622824849749;0.49770761015332626;0.4077059943323166;0.48846555160047755
kernel:rbf | gamma:auto | nu:0.85;0.5052736097320493;0.491145939344596;0.4878098750256095;0.4921144079123229;0.4963648942612705;0.49370369920329216;0.4882083196855552;0.5148079722686784;0.5135739402987187;0.4897216378008501;0.48442977933594555;0.5286635615054438;0.4647131594550871;0.4789140189182634;0.482603894030141;0.39549202255858235;0.4879712957085254
kernel:rbf | gamma:auto | nu:0.005;0.2981788793084168;0.3271787797326073;0.22552971453207116;0.12013821245756019;0.06715460175923572;0.15083575217695927;0.10145278202380678;0.08284318132971631;0.13446749703366045;0.17058504837019156;0.1668381802619419;0.23718928123135175;0.24528404625764186;0.08436010080698182;0.1690889471727727;0.34343982866236;0.18278530206982974
kernel:rbf | gamma:auto | nu:0.01;0.2981788793084168;0.32541414448091993;0.22642463970241783;0.12050648564333066;0.06715460175923572;0.15083575217695927;0.10186190228609551;0.0840753151325823;0.13019904118647574;0.1626972163601648;0.17152007418540324;0.23843698172522038;0.24410142877641802;0.08312257580736129;0.17209396108478678;0.3469515711545941;0.1827234106731489
kernel:rbf | gamma:auto | nu:0.015;0.2969618747873913;0.32651771158608167;0.22642463970241783;0.11976968429072676;0.06774334224396944;0.1477879071864576;0.10186190228609551;0.08315172684845909;0.13291906577731186;0.18342146889150795;0.1704765684596829;0.24944017066847507;0.2442847986625723;0.08968465266020428;0.17451980741535023;0.3500461701172667;0.18531321822399816
kernel:rbf | gamma:auto | nu:0.02;0.2969618747873913;0.3349516177301899;0.23122854157336914;0.12810465761436274;0.06774334224396944;0.13587556608151574;0.10063365320049597;0.08979673755600373;0.13678220258605164;0.19575299177453634;0.21687068880573637;0.26054226259478885;0.24688556552287763;0.09482689565677117;0.1816148962014223;0.35510720397988793;0.19210491861933562
kernel:rbf | gamma:auto | nu:0.025;0.29647430059903246;0.3380742607619189;0.24266158711062655;0.13279425254573066;0.06992794828029678;0.11953787459243123;0.10063365320049597;0.09271681425566905;0.14160670725457639;0.1972518972384978;0.22844522190900382;0.2650685773121423;0.2627942203066872;0.1066505543569517;0.1867273910214704;0.35933808018966307;0.19629395880844963
kernel:rbf | gamma:auto | nu:0.03;0.29744900695400345;0.3391885353040243;0.27438630698119904;0.14346047757748426;0.06992794828029678;0.115872685666736;0.10308749129490805;0.09784513867409012;0.1538713252723845;0.20934272281325567;0.23865538787827198;0.2643495881238712;0.26356594728940264;0.10793626959038385;0.1969726229065305;0.36502142396401605;0.20255830491067864
kernel:rbf | gamma:auto | nu:0.035;0.29720549604067115;0.33881940146193607;0.31868279518780906;0.16390445471706527;0.07166966703885391;0.120772427423324;0.10797202600273545;0.1015962214057486;0.1668795975197343;0.2163682864450128;0.2420605637416321;0.26876465172304986;0.2667013273306056;0.11542662361822917;0.20222267977490974;0.37370208857376425;0.2107967692503176
kernel:rbf | gamma:auto | nu:0.04;0.29720549604067115;0.3345567051632137;0.35069926486345465;0.16424179644145548;0.07316506317143441;0.1299887246538715;0.11199943167963627;0.1015962214057486;0.17252862552624204;0.2199130336258065;0.2493584672032757;0.27142269342667236;0.2732855942795091;0.1195254766363425;0.20411468699345467;0.37619848604176237;0.21561248544703446
kernel:rbf | gamma:auto | nu:0.045;0.29720549604067115;0.328509155157349;0.3772925899365942;0.16639714989448035;0.07402821845914129;0.129591087012731;0.11637610680992813;0.10984489937526715;0.17714261445680796;0.22073288330144938;0.2540747829990323;0.27717397826321744;0.2805174700928289;0.12115936240891778;0.20923396803991295;0.3852915769605488;0.22028570870055486
kernel:rbf | gamma:auto | nu:0.05;0.31237305348679756;0.33756620145366484;0.39657467388410683;0.16626131528481047;0.07618042188348303;0.13276447803302022;0.12108173275795991;0.11554891410527872;0.18488303333429498;0.22629381506753965;0.2570827559725538;0.28119988499198156;0.28671768959364385;0.1291987460461943;0.22192145056895793;0.38666033496695273;0.22701928133945254
kernel:rbf | gamma:auto | nu:0.055;0.3138386558932923;0.34711831951686356;0.4194299762708372;0.17079971814474754;0.0778963667674812;0.1417691702360267;0.12186497795901098;0.13033265296064528;0.1873065015479876;0.22914692204498227;0.26085142887834645;0.28596698311329916;0.2954532177726821;0.13670662618868856;0.23268950728904964;0.39265378085412045;0.23398905033987882
kernel:rbf | gamma:auto | nu:0.06;0.3161764705882353;0.3643230601170577;0.4272766274715617;0.20081841432225064;0.07960717089347795;0.14430712090163936;0.13076385207041485;0.13497855450995455;0.19879879646805285;0.23127930284200904;0.270601711474968;0.29101850073618846;0.30208573906830016;0.14213426751070413;0.23636468950324263;0.39494458050913883;0.24159242868669975
kernel:rbf | gamma:auto | nu:0.065;0.31687591577728663;0.3736554342571925;0.43589708694261664;0.20649039976472072;0.08136289545445226;0.1730228823765556;0.1337962906627403;0.13808226264530157;0.2058959470873884;0.24105639646948715;0.2737129348686029;0.297079951631415;0.3041482098347911;0.14561600565758276;0.23959695838783354;0.3976406735587482;0.24774564033604468
kernel:rbf | gamma:auto | nu:0.07;0.31336991454293506;0.38111290645465723;0.43410153366685805;0.20903642804302383;0.09029332977295035;0.1794055713619778;0.13869583734220836;0.14036867138455392;0.21020286468791452;0.24741473641866651;0.28209551307146896;0.3044421465748744;0.306667851327053;0.15251645367087277;0.24318256292624982;0.4048196499491939;0.25235787319971614
kernel:rbf | gamma:auto | nu:0.075;0.30936950215784476;0.39072076402806133;0.43476060765926294;0.21375561744414204;0.09693283661038282;0.18665158826299205;0.14166273746062585;0.14263811931787618;0.21643904383454574;0.25014896817825943;0.29580899866787674;0.31003670877327016;0.3112321838724895;0.1600871490690305;0.24709158118769103;0.412057580035455;0.2574621241599879
kernel:rbf | gamma:auto | nu:0.08;0.30747683430540884;0.40469766350257047;0.4364206596298737;0.22218051406127082;0.10106177925917889;0.194562693498452;0.14973772154724163;0.14636904147973803;0.22454136287405588;0.256495412077668;0.30442241545846765;0.31613108707545545;0.3166587851686622;0.1656428893858875;0.250988599022188;0.41686658701712465;0.2633908778352027
